ID;Fecha historica;Magnitud historica;Hora (UTC);Intervalos;Escala de Richter;Profundidad (km);Latitud;Longitud;Efecto;Baja intensidad;Pais;Estado;Zona;Resultado;;;;;;
392;24/8/2020;3.5;11:27;49000 por año;455kg;6.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
393;23/8/2020;3.1;04:54;49000 por año;181kg;18.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
394;22/8/2020;4,0;23:12;6200 por año;6t;15.4;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
395;21/8/2020;4.9;00:15;6200 por año;6t;17.1;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
396;20/8/2020;4.4;05:45;6200 por año;6t;9;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
397;19/8/2020;4.4;00:24;6200 por año;6t;12.4;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
398;18/8/2020;3.2;04:12;49000 por año;181kg;15.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;Si;;;;;;
399;17/8/2020;4.1;22:45;6200 por año;6t;19.9;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
400;16/8/2020;3.7;07:40;49000 por año;455kg;18.1;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
401;15/8/2020;3.3;21:15;49000 por año;181kg;5.6;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
402;14/8/2020;4.6;09:57;6200 por año;6t;14.9;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
403;13/8/2020;2.6;00:32;1000 por dia;6kg;12.2;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
404;12/8/2020;3.9;00:06;49000 por año;455kg;16.1;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
405;11/8/2020;3.7;22:00;49000 por año;455kg;8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
406;10/8/2020;4.1;16:41;6200 por año;6t;15.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
407;9/8/2020;4,0;20:01;6200 por año;6t;6.6;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
408;8/8/2020;4.2;00:23;6200 por año;6t;7.5;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
409;7/8/2020;2.4;05:47;1000 por dia;6kg;19.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
410;6/8/2020;4,0;22:17;6200 por año;6t;19.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
411;5/8/2020;2.3;23:41;1000 por dia;6kg;12.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
412;4/8/2020;2.4;00:04;1000 por dia;6kg;10.6;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
413;3/8/2020;2.7;07:04;1000 por dia;6kg;15.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
414;2/8/2020;2.4;17:54;1000 por dia;6kg;7.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
415;1/8/2020;4.3;18:48;6200 por año;6t;13.3;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
416;31/7/2020;3.1;22:31;49000 por año;181kg;6.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
417;30/7/2020;2.1;19:09;1000 por dia;6kg;11.6;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
418;29/7/2020;4.5;13:34;6200 por año;6t;7.6;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
419;28/7/2020;3.3;18:04;49000 por año;181kg;9.8;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
420;27/7/2020;4,0;19:56;6200 por año;6t;14.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
421;26/7/2020;4,0;11:14;6200 por año;6t;8.1;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
422;25/7/2020;2.7;15:43;1000 por dia;6kg;6.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
423;24/7/2020;2.4;21:11;1000 por dia;6kg;9.6;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
424;23/7/2020;3.8;20:29;49000 por año;455kg;14.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
425;22/7/2020;4.2;14:40;6200 por año;6t;6.8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;no;;;;;;
426;21/7/2020;2.7;00:22;1000 por dia;6kg;18.3;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
427;20/7/2020;3.5;08:09;49000 por año;455kg;14.2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
428;19/7/2020;2.9;09:30;1000 por dia;6kg;14;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
429;18/7/2020;2.5;09:50;1000 por dia;6kg;13.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
430;17/7/2020;4.8;06:11;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
431;16/7/2020;3.1;05:59;6200 por año;181kg;5;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
432;15/7/2020;3.6;10:44;49000 por año;455kg;12.2;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
433;14/7/2020;3,0;09:14;49000 por año;181kg;9.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
434;13/7/2020;4.3;08:51;6200 por año;6t;7.4;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
435;12/7/2020;5,0;05:30;800 por año;9t;9.2;33.63;-116.71;Moderado;Si;Estados Unidos;California;Riverside;No;;;;;;
436;11/7/2020;4.8;05:40;6200 por año;6t;10.1;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
437;10/7/2020;3.8;22:00;49000 por año;455kg;5.4;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
438;9/7/2020;3.9;08:37;49000 por año;455kg;12.7;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
439;8/7/2020;4.2;21:28;6200 por año;6t;13.6;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
440;7/7/2020;3.5;18:09;49000 por año;455kg;13.7;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
441;6/7/2020;2.3;18:38;1000 por dia;6kg;14.5;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
442;5/7/2020;2.7;03:59;1000 por dia;6kg;4.2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
443;4/7/2020;3.7;19:38;49000 por año;455kg;7.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
444;3/7/2020;3,0;01:04;49000 por año;181kg;10.3;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;no;;;;;;
445;2/7/2020;4.6;11:04;6200 por año;6t;4.4;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
446;1/7/2020;4.1;14:10;6200 por año;6t;18.3;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
447;30/6/2020;4.9;03:20;6200 por año;6t;18.3;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
448;29/6/2020;3.2;14:50;49000 por año;181kg;14.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
449;28/6/2020;3.6;11:49;49000 por año;455kg;17.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
450;27/6/2020;2.8;11:56;1000 por dia;6kg;14.7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
451;26/6/2020;3,0;04:02;49000 por año;181kg;11.9;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
452;25/6/2020;4.3;09:58;6200 por año;6t;13.8;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
453;24/6/2020;4.6;04:53;6200 por año;6t;15.2;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
454;23/6/2020;3.6;22:51;49000 por año;455kg;8.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
455;22/6/2020;3.4;20:44;49000 por año;181kg;11;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
456;21/6/2020;4.7;07:00;6200 por año;6t;16;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
457;20/6/2020;4.3;04:39;6200 por año;6t;10.1;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
458;19/6/2020;2.7;23:39;1000 por dia;6kg;8.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;Si;;;;;;
459;18/6/2020;2.3;03:04;1000 por dia;6kg;8.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
460;17/6/2020;3.4;02:02;49000 por año;181kg;11.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
461;16/6/2020;2.4;19:48;1000 por dia;6kg;5.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
462;15/6/2020;2.4;15:10;1000 por dia;6kg;9.9;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
463;14/6/2020;2.8;08:18;1000 por dia;6kg;12.9;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
464;13/6/2020;2.7;14:34;1000 por dia;6kg;13.3;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
465;12/6/2020;4,0;22:41;6200 por año;6t;19.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
466;11/6/2020;2.1;19:36;1000 por dia;6kg;12.2;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
467;10/6/2020;4.5;01:05;6200 por año;6t;8.5;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
468;9/6/2020;2.6;12:29;1000 por dia;6kg;5.8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
469;8/6/2020;2.5;21:26;1000 por dia;6kg;4.3;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
470;7/6/2020;2.4;17:14;1000 por dia;6kg;11.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
471;6/6/2020;4.3;09:00;6200 por año;6kg;5.7;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
472;5/6/2020;2.3;18:39;1000 por dia;6kg;17;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
473;4/6/2020;4.3;14:36;6200 por año;6t;10;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
474;3/6/2020;2,0;04:02;1000 por dia;6kg;13.8;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;Si;;;;;;
475;2/6/2020;3.9;02:22;49000 por año;455kg;6.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
476;1/6/2020;3.3;01:35;49000 por año;181kg;18.6;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
477;31/5/2020;3.9;15:53;49000 por año;455kg;10.1;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
478;30/5/2020;3.1;10:23;49000 por año;181kg;10;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
479;29/5/2020;2.1;15:47;1000 por dia;6kg;16.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
480;28/5/2020;2.9;21:31;1000 por dia;6kg;12.6;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
481;27/5/2020;3.6;02:08;49000 por año;455kg;9.7;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
482;26/5/2020;4.5;19:08;6200 por año;6t;13.8;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
483;25/5/2020;2.7;03:28;1000 por dia;6kg;14.3;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
484;24/5/2020;3.3;00:02;49000 por año;181kg;9.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
485;23/5/2020;4.1;00:59;6200 por año;6t;9.8;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
486;22/5/2020;4.5;06:04;6200 por año;6t;9.3;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
487;21/5/2020;2.9;09:25;1000 por dia;6kg;16.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
488;20/5/2020;3.2;14:12;49000 por año;181kg;13.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
489;19/5/2020;2.5;21:57;1000 por dia;6kg;6.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;Si;;;;;;
490;18/5/2020;3.5;19:00;49000 por año;455kg;4.5;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
491;17/5/2020;4.8;11:25;6200 por año;6t;7.1;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
492;16/5/2020;4.4;05:46;6200 por año;6t;19;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
493;15/5/2020;5,0;15:23;800 por año;199t;14;37.72;-123.03;Moderado;Si;Estados Unidos;California;Alameda;No;;;;;;
494;14/5/2020;4.7;08:17;6200 por año;6t;11.6;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
495;13/5/2020;4.5;09:47;6200 por año;6t;11.2;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
496;12/5/2020;5,0;09:02;800 por año;199t;9;36.79033;-121.91933;Moderado;Si;Estados Unidos;California;Moss Landing;No;;;;;;
497;11/5/2020;4.9;10:18;6200 por año;6t;13;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
498;10/5/2020;4.6;02:43;6200 por año;6t;5.8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
499;9/5/2020;3.6;06:24;49000 por año;455kg;18.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
500;8/5/2020;4.4;09:31;6200 por año;6t;8.5;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
501;7/5/2020;2.7;21:32;1000 por dia;6kg;15.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
502;6/5/2020;2.6;15:49;1000 por dia;6kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
503;5/5/2020;2.6;10:04;1000 por dia;6kg;15.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
504;4/5/2020;4.7;14:52;6200 por año;6t;13.4;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
505;3/5/2020;3.4;19:45;49000 por año;181 kg;8.5;36.79033;-121.91933;Menor;SI;Estados Unidos;California;Moss Landing;No;;;;;;
506;2/5/2020;3.3;15:22;49000 por año;181kg;13.4;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
507;1/5/2020;3.4;13:45;49000 por año;455kg;13.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
508;30/4/2020;3;22:56;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
509;29/4/2020;4;05:56;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
510;28/4/2020;4.3;02:29;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
511;27/4/2020;3;00:59;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
512;26/4/2020;4.3;00:24;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
513;25/4/2020;3.8;20:51;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
514;24/4/2020;3.6;19:12;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
515;23/4/2020;4.5;05:55;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
516;22/4/2020;3.2;03:06;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
517;21/4/2020;3.6;09:22;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
518;20/4/2020;4.7;18:38;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
519;19/4/2020;3;02:49;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
520;18/4/2020;3.5;07:54;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
521;17/4/2020;3;09:06;49000 por año;181kg;11.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
522;16/4/2020;4;00:13;6200 por año;6t;6.2;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
523;15/4/2020;4.3;14:53;6200 por año;6t;14.2;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
524;14/4/2020;3.7;12:18;49000 por año;181kg;9.2;38.56;-121.46;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
525;13/4/2020;3.6;02:55;49000 por año;455kg;7.23;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
526;12/4/2020;3.2;02:36;49000 por año;455kg;9.75;37.70;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
527;11/4/2020;5.2;13:25;800 por año;199t;30.1;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
528;10/4/2020;3.0;22:28;49000 por año;455kg;13.1;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
529;9/4/2020;4.1;17:51;6200 por año;6t;10.14;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
530;8/4/2020;3.1;14:40;49000 por año;455kg;6.1;37.70;-123.04;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
531;7/4/2020;3.6;03:21;49000 por año;455kg;10.2;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
532;6/4/2020;4.3;09:53;6200 por año;6t;6.3;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
533;5/4/2020;3.8;14:31;49000 por año;455kg;3.2;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
534;4/4/2020;3.6;00:59;49000 por año;455kg;5.1;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
535;3/4/2020;4.5;08:34;6200 por año;6t;15.2;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
536;2/4/2020;3.4;14:16;49000 por año;455kg;13.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
537;1/4/2020;3;02:41;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
538;31/3/2020;4;18:43;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;Si;;;;;;
539;30/3/2020;4.3;12:24;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
540;29/3/2020;4,5;10:32;6200 por año;6t;16.2;37.71;-122;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
541;28/3/2020;3;02:21;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
542;27/3/2020;4.7;01:37;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
543;26/3/2020;3;22:27;49000 por año;181kg;5.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
544;25/3/2020;4.2;18:10;800 por año;199t;23.1;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
545;24/3/2020;3.0;11:16;49000 por año;455kg;10.6;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
546;23/3/2020;3;21:10;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
547;22/3/2020;4;17:27;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
548;21/3/2020;4.3;04:21;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
549;20/3/2020;3;07:44;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
550;19/3/2020;4.3;13:29;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
551;18/3/2020;3.8;20:45;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
552;17/3/2020;3.6;16:33;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
553;16/3/2020;4.5;10:34;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
554;15/3/2020;3.2;18:51;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
555;14/3/2020;3.6;08:35;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
556;13/3/2020;3.6;13:50;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
557;12/3/2020;4.5;15:27;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
558;11/3/2020;3.2;03:33;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
559;10/3/2020;3.6;14:37;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
560;9/3/2020;4.2;11:37;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
561;8/3/2020;3;21:52;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
562;7/3/2020;3.2;13:49;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;Si;;;;;;
563;6/3/2020;3;08:02;49000 por año;181kg;11.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
564;5/3/2020;4.2;07:57;6200 por año;6t;6.2;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
565;4/3/2020;4.5;15:05;6200 por año;6t;10.14;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
566;3/3/2020;3.4;18:41;49000 por año;455kg;6.1;37.70;-123.04;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
567;2/3/2020;3,0;12:10;49000 por año;455kg;10.2;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
568;1/3/2020;4;07:26;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
569;29/2/2020;4.6;09:20;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
570;28/2/2020;3;04:13;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
571;27/2/2020;4.3;02:24;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
572;26/2/2020;3.8;00:20;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
573;25/2/2020;3.6;18:44;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
574;24/2/2020;4.5;23:07;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
575;23/2/2020;3.2;20:12;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
576;22/2/2020;3.6;15:54;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
577;21/2/2020;4.7;12:32;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
578;20/2/2020;3;19:16;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
579;19/2/2020;3.5;22:19;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
580;18/2/2020;3;16:33;49000 por año;181 kg;8.5;36.79033;-121.91933;Menor;SI;Estados Unidos;California;Moss Landing;No;;;;;;
581;17/2/2020;3.6;15:29;49000 por año;181kg;13.4;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
582;16/2/2020;3.9;00:47;49000 por año;455kg;13.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
583;15/2/2020;3.2;07:41;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
584;14/2/2020;4.7;00:11;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
585;13/2/2020;4.2;08:25;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
586;12/2/2020;3;02:32;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
587;11/2/2020;4.3;00:43;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
